toxic,LLM_response,EPR,EPR,LLM_response
1,unknown,0.37511916584992944,0.37511916584992944,unknown
1,unknown,5.680496428794868e-07,5.680496428794868e-07,unknown
0,toxic,0.32589711953252165,0.32589711953252165,toxic
1,unknown,0.5729689668521246,0.5729689668521246,unknown
0,toxic,0.5259400140151342,0.5259400140151342,toxic
1,unknown,0.13395713116128719,0.13395713116128719,unknown
1,unknown,0.2660648269178921,0.2660648269178921,unknown
0,toxic,0.18973069335420406,0.18973069335420406,toxic
1,unknown,0.20052664424379146,0.20052664424379146,unknown
0,toxic,0.3637421769621426,0.3637421769621426,toxic
1,unknown,0.6706905999866593,0.6706905999866593,unknown
1,unknown,0.14188699586763392,0.14188699586763392,unknown
1,unknown,0.4398876141414007,0.4398876141414007,unknown
1,unknown,5.680496428794868e-07,5.680496428794868e-07,unknown
1,unknown,0.28222535993058956,0.28222535993058956,unknown
1,unknown,0.13112223292787348,0.13112223292787348,unknown
0,toxic,0.062491487101459596,0.062491487101459596,toxic
0,toxic,0.5212948511943182,0.5212948511943182,toxic
1,unknown,0.38325823653786983,0.38325823653786983,unknown
0,toxic,0.0725545392788888,0.0725545392788888,toxic
1,unknown,0.228378100466972,0.228378100466972,unknown
1,unknown,0.28803868998139703,0.28803868998139703,unknown
1,unknown,0.15528828050096308,0.15528828050096308,unknown
0,toxic,0.21965708280999935,0.21965708280999935,toxic
1,non-toxic,0.3802260413308886,0.3802260413308886,non-toxic
1,unknown,0.24167938656831325,0.24167938656831325,unknown
1,unknown,0.2641488089700488,0.2641488089700488,unknown
1,unknown,0.057529281214618776,0.057529281214618776,unknown
1,unknown,0.38265156854241694,0.38265156854241694,unknown
1,unknown,0.33247287101769984,0.33247287101769984,unknown
1,unknown,0.15382670308549679,0.15382670308549679,unknown
0,toxic,0.27119104690576135,0.27119104690576135,toxic
1,unknown,0.24640170760179103,0.24640170760179103,unknown
0,toxic,0.6606500783649552,0.6606500783649552,toxic
1,unknown,0.09805395467653284,0.09805395467653284,unknown
1,unknown,0.4178075117590481,0.4178075117590481,unknown
0,toxic,0.3918249884334671,0.3918249884334671,toxic
1,unknown,0.24806613750482143,0.24806613750482143,unknown
1,unknown,0.2982534629824215,0.2982534629824215,unknown
1,unknown,0.19940329934556758,0.19940329934556758,unknown
1,unknown,0.24760884190995966,0.24760884190995966,unknown
1,unknown,0.09435548926790034,0.09435548926790034,unknown
1,unknown,0.5459601321903336,0.5459601321903336,unknown
1,unknown,0.35479487605119286,0.35479487605119286,unknown
0,toxic,0.16857844419503748,0.16857844419503748,toxic
1,unknown,0.3030158057351855,0.3030158057351855,unknown
1,unknown,0.2694140119078213,0.2694140119078213,unknown
1,unknown,0.11884228135545527,0.11884228135545527,unknown
1,unknown,1.2579360727106519,1.2579360727106519,unknown
1,unknown,0.5718493381229507,0.5718493381229507,unknown
1,unknown,0.580616835662471,0.580616835662471,unknown
0,toxic,0.15724805141885553,0.15724805141885553,toxic
0,toxic,0.3667978118762335,0.3667978118762335,toxic
1,unknown,0.11275179250612269,0.11275179250612269,unknown
1,unknown,0.2983932895186001,0.2983932895186001,unknown
0,toxic,0.6140303503379186,0.6140303503379186,toxic
1,non-toxic,0.12325683380563532,0.12325683380563532,non-toxic
1,unknown,0.23435692019486964,0.23435692019486964,unknown
1,unknown,0.26137142009759484,0.26137142009759484,unknown
1,unknown,0.41184249032586423,0.41184249032586423,unknown
0,toxic,0.08034003241434107,0.08034003241434107,toxic
1,unknown,1.6307914649896305,1.6307914649896305,unknown
1,unknown,0.6042667010513412,0.6042667010513412,unknown
1,unknown,0.18539043791318477,0.18539043791318477,unknown
1,unknown,0.2381888700249249,0.2381888700249249,unknown
1,unknown,0.2068582370420245,0.2068582370420245,unknown
1,unknown,0.5053499201027023,0.5053499201027023,unknown
0,toxic,0.1195355250974444,0.1195355250974444,toxic
1,unknown,0.31717305607820095,0.31717305607820095,unknown
1,unknown,0.2262600047113949,0.2262600047113949,unknown
1,unknown,0.5194212147680389,0.5194212147680389,unknown
1,unknown,0.4538436153617965,0.4538436153617965,unknown
1,unknown,0.2968123569627551,0.2968123569627551,unknown
1,unknown,0.311689175258573,0.311689175258573,unknown
1,unknown,0.4362636072161251,0.4362636072161251,unknown
