sentiment,LLM_response,EPR,EPR,LLM_response
1,unknown,0.48302884740677426,0.48302884740677426,unknown
1,unknown,0.2332804373360716,0.2332804373360716,unknown
0,positive,0.15785113488207686,0.15785113488207686,positive
1,unknown,0.44331904258291954,0.44331904258291954,unknown
1,unknown,0.26123003278742657,0.26123003278742657,unknown
1,unknown,0.49931747368630114,0.49931747368630114,unknown
0,positive,0.06984284895146402,0.06984284895146402,positive
1,unknown,0.22675504450569975,0.22675504450569975,unknown
1,unknown,0.2896099498466754,0.2896099498466754,unknown
1,unknown,0.43071162309210537,0.43071162309210537,unknown
1,unknown,0.10819204671362855,0.10819204671362855,unknown
1,unknown,0.2329984924223595,0.2329984924223595,unknown
1,unknown,0.3395410648442351,0.3395410648442351,unknown
1,unknown,0.06237337521502582,0.06237337521502582,unknown
0,positive,0.2612079581217074,0.2612079581217074,positive
0,positive,0.330363801720398,0.330363801720398,positive
1,unknown,0.128536576802378,0.128536576802378,unknown
0,positive,0.3249531275060349,0.3249531275060349,positive
1,unknown,0.23111344789038527,0.23111344789038527,unknown
1,unknown,0.3659780091073685,0.3659780091073685,unknown
1,unknown,0.16464791515345495,0.16464791515345495,unknown
1,unknown,0.45701043955143633,0.45701043955143633,unknown
1,unknown,0.41704902402218524,0.41704902402218524,unknown
1,unknown,0.36062861885588404,0.36062861885588404,unknown
1,unknown,0.37987248054798783,0.37987248054798783,unknown
1,unknown,0.22692956992859764,0.22692956992859764,unknown
1,unknown,0.3480199341709579,0.3480199341709579,unknown
0,positive,0.38684143475350086,0.38684143475350086,positive
1,unknown,0.1993874079870693,0.1993874079870693,unknown
0,positive,0.38267888627108276,0.38267888627108276,positive
1,unknown,0.2781051224496537,0.2781051224496537,unknown
1,unknown,0.35829506431589947,0.35829506431589947,unknown
1,unknown,0.18011634571532226,0.18011634571532226,unknown
1,unknown,0.1622490577218912,0.1622490577218912,unknown
1,unknown,0.14806407017687775,0.14806407017687775,unknown
1,unknown,0.3880914843108826,0.3880914843108826,unknown
0,positive,0.29911689515869855,0.29911689515869855,positive
1,unknown,0.377248399430033,0.377248399430033,unknown
1,unknown,0.3875659516052508,0.3875659516052508,unknown
1,unknown,0.24119006608496535,0.24119006608496535,unknown
1,unknown,0.23870939672257235,0.23870939672257235,unknown
1,unknown,0.27149021685387426,0.27149021685387426,unknown
1,unknown,0.8845998752130356,0.8845998752130356,unknown
1,unknown,0.22769632850657331,0.22769632850657331,unknown
1,unknown,0.25529602076571223,0.25529602076571223,unknown
1,unknown,0.2395458585050278,0.2395458585050278,unknown
1,unknown,0.22550891254912245,0.22550891254912245,unknown
1,unknown,0.3823110511497759,0.3823110511497759,unknown
1,unknown,0.512074807628369,0.512074807628369,unknown
0,positive,0.3622555023458176,0.3622555023458176,positive
1,unknown,0.10693371670926126,0.10693371670926126,unknown
1,unknown,0.3562747006779546,0.3562747006779546,unknown
0,positive,0.20324531862015646,0.20324531862015646,positive
1,unknown,0.23513294969569074,0.23513294969569074,unknown
1,unknown,0.17041863569493215,0.17041863569493215,unknown
1,unknown,0.25618594357247276,0.25618594357247276,unknown
1,unknown,0.2823693982220732,0.2823693982220732,unknown
1,unknown,0.3099245405223542,0.3099245405223542,unknown
1,unknown,0.33549301377590834,0.33549301377590834,unknown
1,unknown,0.23433316861163006,0.23433316861163006,unknown
0,positive,0.2094826377319805,0.2094826377319805,positive
1,unknown,0.348398970623424,0.348398970623424,unknown
1,unknown,0.2994318788842463,0.2994318788842463,unknown
1,unknown,0.13289805429661783,0.13289805429661783,unknown
1,unknown,0.35796658158566286,0.35796658158566286,unknown
1,unknown,0.29673922862570523,0.29673922862570523,unknown
1,unknown,0.11609976666653665,0.11609976666653665,unknown
1,unknown,0.24255926366608377,0.24255926366608377,unknown
1,unknown,0.5165985827809209,0.5165985827809209,unknown
1,unknown,0.22004016999970305,0.22004016999970305,unknown
1,unknown,0.2842934897996031,0.2842934897996031,unknown
1,unknown,0.5137482364709343,0.5137482364709343,unknown
1,unknown,0.40202004816096065,0.40202004816096065,unknown
1,unknown,0.23044936274062025,0.23044936274062025,unknown
0,positive,0.29655312955643465,0.29655312955643465,positive
1,unknown,0.436564715762546,0.436564715762546,unknown
1,unknown,0.17902544507260246,0.17902544507260246,unknown
